px py pz ox oy oz ow
0.507891 -0.000160558 0.496477 0.997562 0.0569544 -0.036843 -0.0164152
0.507886 -0.000160534 0.49648 0.997562 0.0569543 -0.0368322 -0.0164143
0.507885 -0.000161913 0.496477 0.997562 0.0569542 -0.0368268 -0.0164164
0.507884 -0.000161913 0.496478 0.997562 0.0569541 -0.0368225 -0.0164161
