0 0.5501738256059125 1.045816075905785e-05 0.5288071809872041 0.9999998808365208 0.00029956689646468306 -0.00035744129432170113 -0.0001442994794516699       0.5501747782131587 9.16669469556914e-06 0.528803427560823 0.9999998804622698 0.0002994445686057373 -0.00035764923081411183 -0.00014661317879059678
1 0.550174774722226 9.166498628781138e-06 0.5288034514255666 0.9999998804622695 0.00029944456861003395 -0.00035764923158659775 -0.0001466131788173       0.5498214475267468 9.097945249479031e-06 0.5275718178274104 0.9999998804622698 0.0002994445686057373 -0.00035764923081411183 -0.00014661317879059678
2 0.5501739409208913 1.0463599819124245e-05 0.5288065593566089 0.9999998807921701 0.00029956687522319207 -0.0003575644262684419 -0.00014430181550462658       0.5494444259638537 9.029195015623144e-06 0.5258408101833858 0.9999998804622698 0.0002994445686057373 -0.00035764923081411183 -0.00014661317879059678
3 0.5501793996661959 9.850854750292676e-06 0.5286784460433949 0.9999998595403747 0.00029944914427929687 -0.0004119026240585411 -0.00014692062125971694       0.5490674044009605 8.96044478176726e-06 0.5241098025393612 0.9999998804622698 0.0002994445686057373 -0.00035764923081411183 -0.00014661317879059678
4 0.5501786740152608 1.0540167326818197e-05 0.5285171893081354 0.9999998216441424 0.0002994620703213571 -0.0004953381726790503 -0.00014722176012626977       0.5486903828380674 8.891694547911373e-06 0.5223787948953367 0.9999998804622698 0.0002994445686057373 -0.00035764923081411183 -0.00014661317879059678
5 0.5501738630335383 1.2860278366300482e-05 0.5282253529119231 0.9999997341058626 0.0002996170701805956 -0.0006487588674236407 -0.00014536074877930086       0.5483133612751743 8.822944314055489e-06 0.5206477872513122 0.9999998804622698 0.0002994445686057373 -0.00035764923081411183 -0.00014661317879059678
6 0.5501688851443645 1.302237999461467e-05 0.527656698927121 0.9999995038985138 0.00029955306537044293 -0.0009383345333057003 -0.00014832056819421405       0.5479363397122812 8.754194080199604e-06 0.5189167796072877 0.9999998804622697 0.0002994445686057373 -0.00035764923081411183 -0.00014661317879059678
7 0.5501629601938599 1.4389429973327024e-05 0.5269175035896256 0.9999990832944682 0.000299617363001755 -0.0013120447778335216 -0.0001489233360717072       0.5475593181493881 8.685443846343717e-06 0.5171857719632631 0.9999998804622698 0.0002994445686057373 -0.00035764923081411183 -0.00014661317879059675
8 0.5501533328980156 1.711100797022986e-05 0.5258451789601115 0.9999982305262147 0.00029982076599035785 -0.0018513167592660194 -0.0001472352020388661       0.547182296586495 8.616693612487833e-06 0.5154547643192386 0.9999998804622698 0.0002994445686057373 -0.0003576492308141119 -0.0001466131787905968
9 0.5501387423830136 1.832149330787249e-05 0.5246115109709499 0.9999969039401433 0.0002999086295818314 -0.002465832990216498 -0.00014775860727924613       0.5468052750236019 8.547943378631948e-06 0.5137237566752141 0.9999998804622698 0.0002994445686057373 -0.00035764923081411183 -0.00014661317879059678
