0 0 0 5
0.1 0.025 0.5 5
0.2 0.1 1 5
0.3 0.225 1.5 5
0.4 0.397367 1.83772 0
0.5 0.581139 1.83772 0
0.6 0.764911 1.83772 0
0.7 0.948683 1.83772 0
0.8 1.13246 1.83772 0
0.9 1.31623 1.83772 0
1 1.5 1.83772 0
1.1 1.68377 1.83772 0
1.2 1.86754 1.83772 0
1.3 2.05132 1.83772 0
1.4 2.23509 1.83772 0
1.5 2.41886 1.83772 0
1.6 2.60263 1.83772 0
1.7 2.775 1.5 -5
1.8 2.9 1 -5
1.9 2.975 0.5 -5
2 3 2.22045e-15 5
2.1 3.025 0.5 5
2.2 3.09848 0.876894 0
2.3 3.18617 0.876894 0
2.4 3.27386 0.876894 0
2.5 3.36155 0.876894 0
2.6 3.44924 0.876894 0
2.7 3.53693 0.876894 0
2.8 3.62462 0.876894 0
2.9 3.71231 0.876894 0
3 3.8 0.876894 0
3.1 3.88769 0.876894 0
3.2 3.97538 0.876894 0
3.3 4.06307 0.876894 0
3.4 4.15076 0.876894 0
3.5 4.23845 0.876894 0
3.6 4.32614 0.876894 0
3.7 4.41383 0.876894 0
3.8 4.50152 0.876894 0
3.9 4.575 0.5 -5
4 1.4 8.88178e-15 5
4.1 1.42432 0.417424 0
4.2 1.46606 0.417424 0
4.3 1.5078 0.417424 0
4.4 1.54955 0.417424 0
4.5 1.59129 0.417424 0
4.6 1.63303 0.417424 0
4.7 1.67477 0.417424 0
4.8 1.71652 0.417424 0
4.9 1.75826 0.417424 0
5 1.8 0.417424 0
5.1 1.84174 0.417424 0
5.2 1.88348 0.417424 0
5.3 1.92523 0.417424 0
5.4 1.96697 0.417424 0
5.5 2.00871 0.417424 0
5.6 2.05045 0.417424 0
5.7 2.0922 0.417424 0
5.8 2.13394 0.417424 0
5.9 2.17568 0.417424 0
6 2.2 2.83107e-14 -5
6.1 2.175 -0.49528 0
6.2 2.12547 -0.49528 0
6.3 2.07595 -0.49528 0
6.4 2.02642 -0.49528 0
6.5 1.97689 -0.49528 0
6.6 1.92736 -0.49528 0
6.7 1.87783 -0.49528 0
6.8 1.82831 -0.49528 0
6.9 1.77878 -0.49528 0
7 1.72925 -0.49528 0
7.1 1.67972 -0.49528 0
7.2 1.63019 -0.49528 0
7.3 1.58067 -0.49528 0
7.4 1.53114 -0.49528 0
7.5 1.48161 -0.49528 0
7.6 1.43208 -0.49528 0
7.7 1.38255 -0.49528 0
7.8 1.33303 -0.49528 0
7.9 1.2835 -0.49528 0
8 1.2585 -6.21725e-14 5
