0.665204, 0.0922678, 0.157963, 0.242986, 0.00545744
0.545636, 0.0931303, 0.155615, 0.242986, 0.00545744
0.54536, 0.0539061, 0.155261, 0.242986, 0.00545744
0.54631, 0.0529425, 0.155271, 0.242986, 0.00545744
0.547267, 0.0529356, 0.15529, 0.242986, 0.00545744
0.548217, 0.051972, 0.1553, 0.242986, 0.00545744
0.549173, 0.0519651, 0.155319, 0.242986, 0.00545744
0.550123, 0.0510015, 0.155329, 0.242986, 0.00545744
0.551079, 0.0509946, 0.155348, 0.242986, 0.00545744
0.552029, 0.050031, 0.155358, 0.242986, 0.00545744
0.552986, 0.0500241, 0.155377, 0.242986, 0.00545744
0.553936, 0.0490605, 0.155387, 0.242986, 0.00545744
0.554892, 0.0490536, 0.155406, 0.242986, 0.00545744
0.555842, 0.04809, 0.155416, 0.242986, 0.00545744
0.556798, 0.0480831, 0.155435, 0.242986, 0.00545744
0.557748, 0.0471196, 0.155445, 0.242986, 0.00545744
0.558705, 0.0471127, 0.155464, 0.242986, 0.00545744
0.559655, 0.0461491, 0.155474, 0.242986, 0.00545744
0.598873, 0.0458662, 0.156244, 0.242986, 0.00545744
0.599836, 0.046816, 0.156272, 0.242986, 0.00545744
0.656272, 0.0464089, 0.15738, 0.242986, 0.00545744
0.659162, 0.0492582, 0.157462, 0.242986, 0.00545744
0.660118, 0.0492513, 0.157481, 0.242986, 0.00545744
0.663971, 0.0530505, 0.15759, 0.242986, 0.00545744
0.664928, 0.0530436, 0.157609, 0.242986, 0.00545744
