px py pz ox oy oz ow
0.519245 -0.0704315 0.14069 0.999032 0.0341708 0.014427 0.0236618
0.519221 -0.0701149 0.139489 0.999034 0.0345338 0.0134589 0.0236221
0.519409 -0.0697782 0.138361 0.999031 0.0349181 0.0126988 0.0236113
0.519864 -0.069478 0.137487 0.999023 0.035267 0.0122342 0.023643
0.52026 -0.0692554 0.136882 0.999019 0.0354896 0.0119251 0.0236708
0.520617 -0.0689841 0.136335 0.999016 0.0356582 0.0116357 0.0236762
0.520961 -0.0687084 0.136019 0.999012 0.0357986 0.0115283 0.0236696
0.521528 -0.068206 0.136034 0.999009 0.0358365 0.0117818 0.0236288
0.522013 -0.0675584 0.1363 0.999008 0.0357916 0.0122054 0.0235313
0.5223 -0.0668071 0.136448 0.999002 0.03597 0.0124522 0.0233846
0.522418 -0.0659881 0.136429 0.998999 0.0361374 0.0124991 0.0231991
0.52252 -0.0650137 0.136387 0.999002 0.0362065 0.0125244 0.0229704
0.522636 -0.064005 0.136368 0.999003 0.036294 0.0125763 0.0227358
0.522824 -0.0623692 0.136332 0.999005 0.0364573 0.0126598 0.0223531
0.52297 -0.0609866 0.136287 0.999007 0.0365686 0.0127127 0.0220297
0.523113 -0.0595714 0.136248 0.999009 0.0367124 0.0127676 0.0216988
0.523227 -0.0582891 0.136197 0.999015 0.0367002 0.0127976 0.0213981
0.523329 -0.0570018 0.136136 0.999034 0.0363536 0.0128186 0.0210909
0.523389 -0.0557481 0.136054 0.999049 0.0361169 0.012799 0.0207838
0.523365 -0.0545235 0.135933 0.999063 0.0359599 0.012664 0.0204764
0.523255 -0.0534201 0.135759 0.999108 0.0349438 0.0124432 0.0201761
0.523122 -0.0523919 0.13557 0.999144 0.0341308 0.0122476 0.0199016
0.523064 -0.0516281 0.135465 0.999181 0.0331881 0.0121722 0.0196999
0.52313 -0.0508351 0.135461 0.999209 0.0324186 0.0122301 0.0195061
0.523266 -0.0504063 0.135627 0.999222 0.0319983 0.0124452 0.019411
0.523426 -0.0503544 0.135995 0.999228 0.0316688 0.0128127 0.019402
0.523572 -0.0504794 0.136465 0.999226 0.0315272 0.0132404 0.019424
0.523738 -0.0506181 0.13705 0.999224 0.0313782 0.013755 0.0194384
0.523812 -0.0506829 0.137667 0.999222 0.0312941 0.0140806 0.0194287
0.523764 -0.0506718 0.138288 0.999221 0.0312563 0.0142817 0.0193889
0.523572 -0.0506284 0.138872 0.99922 0.031237 0.0144698 0.0193339
0.523092 -0.0505642 0.139506 0.999219 0.0312042 0.0147106 0.019247
0.522241 -0.0504571 0.140188 0.999221 0.0311595 0.0148953 0.0191088
0.521522 -0.0503689 0.140842 0.999221 0.031118 0.0151056 0.01899
0.520706 -0.0502743 0.141822 0.999219 0.0310494 0.0155769 0.0188536
0.520061 -0.0501668 0.142915 0.999212 0.0310055 0.0162128 0.0187356
0.519441 -0.0500518 0.144233 0.999202 0.0309574 0.0170462 0.0186151
0.518876 -0.049943 0.145577 0.99919 0.0309071 0.0179202 0.0185008
0.518204 -0.0498418 0.146729 0.999182 0.0308538 0.018577 0.018378
0.517246 -0.0497189 0.148165 0.999173 0.0307694 0.0193822 0.0182113
0.516256 -0.0496389 0.149191 0.99917 0.0306677 0.0198404 0.0180578
0.515237 -0.0495482 0.150188 0.999166 0.0305695 0.0202896 0.0178985
0.514235 -0.0494523 0.151157 0.999163 0.0304857 0.0207297 0.017742
0.513146 -0.0493421 0.152086 0.99916 0.0304018 0.0211093 0.0175715
0.512243 -0.0492428 0.152759 0.99916 0.0303461 0.0213438 0.0174304
0.511016 -0.0490919 0.15369 0.999157 0.0302887 0.0216858 0.0172365
0.510072 -0.0489769 0.154466 0.999154 0.0302351 0.0220074 0.0170858
0.509181 -0.048876 0.155179 0.999152 0.0301803 0.0222982 0.0169451
0.508346 -0.0487833 0.155831 0.99915 0.0301279 0.0225625 0.0168139
0.50739 -0.0487362 0.156369 0.999152 0.0300262 0.022692 0.0166707
0.50648 -0.0487078 0.156812 0.999157 0.0299129 0.0227596 0.0165371
0.505592 -0.0487218 0.157308 0.99916 0.0297671 0.0228783 0.0164165
0.504804 -0.048786 0.157775 0.999164 0.0295811 0.0230122 0.0163136
0.504021 -0.0488935 0.158175 0.99917 0.0293625 0.0230921 0.0162218
0.503265 -0.0490858 0.158504 0.999179 0.029069 0.0231237 0.0161451
0.502034 -0.0494385 0.158897 0.999197 0.0285653 0.023052 0.0160322
0.501088 -0.049691 0.159071 0.999213 0.0282028 0.0228845 0.0159449
0.500039 -0.0499482 0.159248 0.99923 0.0278182 0.0226921 0.0158439
0.499026 -0.0501697 0.159476 0.999244 0.0274631 0.0225632 0.0157386
0.498058 -0.0503521 0.159849 0.999254 0.0271427 0.0225759 0.0156258
0.497169 -0.0504883 0.160373 0.99926 0.0268663 0.0227424 0.0155157
0.496192 -0.0505768 0.160976 0.999263 0.0266185 0.0229641 0.0153859
0.495237 -0.0506206 0.1616 0.999265 0.0264171 0.0232146 0.015253
0.494215 -0.0506473 0.162516 0.999261 0.0261998 0.0237148 0.0151006
0.493476 -0.0506387 0.163438 0.999253 0.0260509 0.0243124 0.0149795
0.492792 -0.0506249 0.16431 0.999244 0.0259208 0.0248895 0.0148666
0.492002 -0.0505784 0.165296 0.999232 0.0257997 0.0255408 0.0147319
0.491276 -0.0505365 0.166301 0.999219 0.0256845 0.0262353 0.0146068
0.490469 -0.0504925 0.167327 0.999206 0.0255578 0.0269292 0.0144687
0.489719 -0.0504581 0.168312 0.999192 0.0254278 0.02761 0.0143392
0.488912 -0.0504452 0.169389 0.999178 0.0252674 0.0283562 0.0142025
0.487948 -0.0504235 0.170163 0.999171 0.0251139 0.0287834 0.0140494
0.486837 -0.0503903 0.170776 0.999171 0.0249555 0.0290046 0.0138752
0.485449 -0.0503479 0.171377 0.999175 0.0247697 0.0291503 0.0136607
0.484045 -0.0502929 0.171841 0.99918 0.0246034 0.0291917 0.0134478
0.482406 -0.0502339 0.172272 0.99919 0.024403 0.0291402 0.0131985
0.48121 -0.0502105 0.172512 0.999199 0.0242418 0.0290409 0.0130201
0.479849 -0.0502147 0.172729 0.999212 0.0240323 0.028878 0.0128197
0.478671 -0.0502658 0.17284 0.999225 0.023805 0.028669 0.0126517
0.477391 -0.0503906 0.173011 0.99924 0.023481 0.0284947 0.0124706
0.476132 -0.0505484 0.173147 0.999256 0.0231319 0.028296 0.0122958
0.474898 -0.0507464 0.173213 0.999274 0.0227464 0.0280395 0.0121278
0.473481 -0.0509954 0.173186 0.999298 0.0222849 0.0276477 0.0119347
0.472068 -0.0512496 0.173087 0.999323 0.021812 0.0271968 0.0117415
0.470741 -0.0515029 0.172955 0.999348 0.0213549 0.0267355 0.0115605
0.469335 -0.0517511 0.172694 0.999376 0.0208956 0.0261296 0.0113672
0.467761 -0.0519492 0.172322 0.999406 0.020467 0.0253756 0.011146
0.466241 -0.0520459 0.171945 0.999434 0.0201465 0.0246338 0.0109258
0.464737 -0.0520657 0.171609 0.999458 0.019908 0.0239305 0.0107012
0.463173 -0.0520217 0.171286 0.999481 0.0197172 0.023231 0.0104613
0.461666 -0.0519882 0.171011 0.999502 0.0195252 0.0225947 0.0102283
0.460062 -0.051985 0.170751 0.999523 0.0192825 0.0219495 0.00998029
0.45858 -0.0520223 0.170502 0.999544 0.0190109 0.0213496 0.00975218
0.45652 -0.0521288 0.17014 0.999573 0.0185773 0.0205063 0.00943939
0.455262 -0.0522334 0.16995 0.99959 0.0182636 0.0200224 0.00924855
0.453577 -0.0524149 0.169677 0.999614 0.0178012 0.0193573 0.00899345
0.451967 -0.0525562 0.169483 0.999634 0.0173794 0.0187951 0.00874605
0.450193 -0.0526612 0.169327 0.999654 0.0169693 0.0182343 0.00846878
0.448793 -0.0527043 0.169209 0.999668 0.0166809 0.0178053 0.00824764
0.446989 -0.0527403 0.169103 0.999685 0.0163311 0.0173054 0.00796148
0.445385 -0.0528246 0.169052 0.9997 0.0159555 0.0169033 0.00770792
0.443956 -0.052956 0.169012 0.999714 0.0155567 0.0165592 0.00748333
0.442618 -0.0531128 0.169003 0.999726 0.0151437 0.0162712 0.00727233
0.441041 -0.0533812 0.168902 0.999744 0.014566 0.015842 0.00702663
0.44001 -0.0536138 0.16879 0.999756 0.0141239 0.0155168 0.00686794
0.438888 -0.0538312 0.168541 0.999771 0.0136902 0.0150291 0.00670057
0.43776 -0.0540303 0.168013 0.999789 0.0132993 0.0142456 0.00654214
0.436587 -0.0542017 0.167175 0.99981 0.0129485 0.0131218 0.00638604
0.435495 -0.0543112 0.166309 0.999828 0.0126839 0.0119789 0.0062378
0.434409 -0.0543611 0.165354 0.999846 0.012489 0.0107396 0.00609146
0.433417 -0.0543133 0.164502 0.999859 0.0124124 0.00962366 0.00595287
0.432508 -0.054198 0.163787 0.999868 0.0124226 0.00866935 0.00582532
0.431487 -0.0540674 0.162988 0.999878 0.0124276 0.00759988 0.00568082
0.430482 -0.0539512 0.162226 0.999886 0.0124233 0.00657481 0.00554057
0.429488 -0.0538358 0.161467 0.999893 0.0124212 0.00556126 0.00540269
0.428843 -0.0537601 0.160877 0.999897 0.0124211 0.00480178 0.00531605
0.428581 -0.0537383 0.160488 0.999899 0.0124245 0.00434545 0.00528855
0.42849 -0.0537635 0.160131 0.999901 0.0124069 0.00404914 0.00529516
0.42841 -0.0537838 0.159708 0.999902 0.012393 0.00374913 0.00530986
0.428218 -0.0538085 0.159013 0.999904 0.0123795 0.0031448 0.00531807
0.428031 -0.0538485 0.158368 0.999906 0.0123427 0.00255673 0.00532179
0.427819 -0.053886 0.157646 0.999908 0.0123084 0.00187561 0.0053241
0.427558 -0.0539069 0.156806 0.99991 0.0123008 0.00108273 0.00532749
0.427351 -0.0539164 0.156025 0.99991 0.0123115 0.000376941 0.00533784
0.427329 -0.0539509 0.155394 0.99991 0.0123088 -1.96163e-06 0.00538179
0.427491 -0.054014 0.154656 0.999909 0.012314 -0.000117721 0.00548551
0.427704 -0.0540644 0.154056 0.999908 0.0123318 1.20321e-05 0.00559798
0.427939 -0.0541291 0.153328 0.999907 0.0123434 0.000269843 0.00573908
0.428138 -0.0541892 0.152599 0.999906 0.012354 0.000486308 0.00587188
0.428145 -0.0542346 0.151693 0.999906 0.0123632 0.000274386 0.00596638
0.427903 -0.0542809 0.150626 0.999906 0.0123429 -0.000525741 0.00600072
0.42747 -0.0543125 0.149559 0.999905 0.0123137 -0.0017065 0.00597936
0.427048 -0.0543588 0.148579 0.999903 0.0122595 -0.00284758 0.00595161
0.426501 -0.0544186 0.147305 0.999899 0.0121912 -0.00432117 0.00591835
0.42604 -0.0544985 0.14623 0.999894 0.0121013 -0.00556004 0.00589105
0.425594 -0.0545857 0.145231 0.999888 0.0120017 -0.00672062 0.00586449
0.42522 -0.0546988 0.144204 0.999882 0.0118867 -0.00779211 0.00585846
0.425061 -0.0548156 0.143462 0.999878 0.0117846 -0.00842376 0.00588193
0.424963 -0.0549344 0.142783 0.999874 0.0116834 -0.00892803 0.00591635
0.424721 -0.0550632 0.142021 0.99987 0.0115513 -0.00958483 0.00592853
0.424366 -0.0552328 0.141088 0.999863 0.011366 -0.0104832 0.00592754
0.424036 -0.0554254 0.140219 0.999856 0.0111574 -0.0113027 0.0059291
0.423779 -0.0556315 0.139415 0.999851 0.0109343 -0.0119616 0.00594429
0.423601 -0.0558283 0.138655 0.999847 0.0107343 -0.012427 0.00598013
0.423487 -0.0559909 0.137935 0.999844 0.0105814 -0.0127608 0.00602987
0.423412 -0.0560953 0.137265 0.999842 0.0104977 -0.0129876 0.00608654
0.423413 -0.056143 0.136651 0.99984 0.0104894 -0.0130785 0.0061579
0.423466 -0.0561712 0.135988 0.99984 0.0105154 -0.0130575 0.00625116
0.423492 -0.0561978 0.135275 0.999839 0.0105447 -0.0130706 0.00634387
0.423331 -0.0562082 0.134524 0.999832 0.0105608 -0.0135214 0.00638217
0.423022 -0.0561978 0.133792 0.999822 0.0105795 -0.0142942 0.00637221
0.422672 -0.0561811 0.133045 0.999809 0.0106016 -0.0151733 0.00635006
0.422326 -0.0561472 0.132301 0.999795 0.0106369 -0.0160494 0.00632847
0.422011 -0.0561143 0.131536 0.99978 0.0106893 -0.0168997 0.00631673
0.421853 -0.0560977 0.131026 0.999772 0.0107196 -0.01737 0.00632287
0.421771 -0.0560816 0.130719 0.999767 0.0107509 -0.0176143 0.00633136
0.421785 -0.0560236 0.130641 0.999766 0.0108264 -0.0176312 0.00634014
0.421799 -0.0559655 0.130656 0.999765 0.010893 -0.0176137 0.00633963
0.421813 -0.0557537 0.130645 0.999762 0.0111433 -0.0176286 0.0063365
0.421875 -0.0553557 0.130654 0.999757 0.0116102 -0.0176118 0.00633576
0.421964 -0.0547761 0.130676 0.99975 0.0122894 -0.0175782 0.00633217
0.422068 -0.0539952 0.130694 0.999739 0.0131988 -0.0175491 0.00632197
0.422179 -0.0531181 0.130695 0.999725 0.0142193 -0.0175385 0.00631069
0.422233 -0.0523563 0.130661 0.999711 0.015102 -0.0175847 0.00629502
0.422271 -0.0516836 0.130628 0.999699 0.0158837 -0.017632 0.00628586
0.422279 -0.0510334 0.130585 0.999685 0.0166369 -0.017691 0.00627738
0.422307 -0.0502701 0.13054 0.999669 0.0175235 -0.0177517 0.00627088
0.422329 -0.0495635 0.130504 0.999654 0.0183362 -0.0178037 0.00626354
0.422267 -0.0488456 0.130414 0.999636 0.0191629 -0.0179397 0.00624912
0.422124 -0.0482011 0.130274 0.999618 0.0198958 -0.0181482 0.00622949
0.422021 -0.0477283 0.130175 0.999605 0.0204304 -0.0182984 0.00621279
0.421902 -0.0470798 0.130055 0.999586 0.0211667 -0.0184842 0.00618663
0.42184 -0.0464488 0.129973 0.999568 0.021881 -0.0186264 0.0061581
0.421863 -0.0456895 0.129941 0.999547 0.0227573 -0.0186983 0.00613373
0.421938 -0.0449595 0.12994 0.999528 0.0235911 -0.0186955 0.00611604
0.42201 -0.0441513 0.129934 0.999506 0.0245173 -0.0187063 0.00609869
0.422031 -0.0434723 0.129905 0.999486 0.0252861 -0.0187663 0.00607994
0.422064 -0.0427736 0.129886 0.999466 0.026029 -0.0187995 0.00606575
0.42209 -0.0421766 0.129868 0.999454 0.0264719 -0.0188374 0.00606056
0.422095 -0.041622 0.129839 0.999445 0.026764 -0.018895 0.00606208
0.422167 -0.0410564 0.129866 0.999437 0.0270747 -0.0188544 0.00607871
0.422259 -0.0404274 0.129941 0.999435 0.0272193 -0.0187615 0.00610153
0.422365 -0.0398126 0.130031 0.999444 0.0269502 -0.0186424 0.00613068
0.422503 -0.0391355 0.130171 0.999464 0.0263408 -0.0184596 0.00616924
0.422646 -0.0384101 0.130335 0.999479 0.0258862 -0.0182535 0.00620498
0.422802 -0.0375388 0.130529 0.999499 0.0252387 -0.0180234 0.00623953
0.422974 -0.0366666 0.130748 0.999527 0.0242961 -0.0177658 0.00627116
0.423211 -0.0356961 0.131118 0.999562 0.0231177 -0.0173518 0.00629971
0.423382 -0.0349717 0.131476 0.999607 0.02135 -0.0170277 0.0063308
0.423558 -0.0342317 0.13202 0.999645 0.0198407 -0.0166082 0.00634366
0.423653 -0.0337249 0.132524 0.999658 0.0194669 -0.0162975 0.00633013
0.423826 -0.0333316 0.133207 0.99966 0.0198182 -0.0157195 0.00631122
0.424185 -0.033129 0.134118 0.999671 0.0200344 -0.0147204 0.00631429
0.424869 -0.033103 0.135548 0.999694 0.0200553 -0.0130305 0.00634324
0.425743 -0.0331718 0.137454 0.999722 0.019957 -0.0107918 0.00637787
0.426532 -0.0332158 0.139206 0.999743 0.0198912 -0.00874089 0.00641038
0.427389 -0.0332169 0.141119 0.999761 0.0198678 -0.00650791 0.00644418
0.428122 -0.0332062 0.142796 0.999771 0.0198636 -0.0045773 0.00647262
0.428687 -0.0331997 0.14423 0.999777 0.019853 -0.00303468 0.00648723
0.428956 -0.0331872 0.145249 0.99978 0.0198417 -0.0022466 0.00647164
0.428982 -0.0331659 0.146099 0.999781 0.0198254 -0.00205328 0.00641758
0.429067 -0.0331446 0.146745 0.999781 0.0198293 -0.00179386 0.00638893
0.429284 -0.033144 0.147232 0.999782 0.0198229 -0.0012425 0.00639773
0.429619 -0.0331549 0.147764 0.999783 0.0198218 -0.000590699 0.00642011
0.43026 -0.0331921 0.148457 0.999783 0.0198156 0.000305939 0.00647418
0.430969 -0.033242 0.149071 0.999782 0.0198067 0.00113719 0.00653814
0.431804 -0.0333055 0.149718 0.99978 0.0197914 0.00203063 0.00661442
0.432731 -0.0333761 0.15037 0.999778 0.0197813 0.00294894 0.00670311
0.433652 -0.0334491 0.151028 0.999774 0.0197716 0.00386611 0.00679131
0.434423 -0.0335086 0.151581 0.99977 0.0197688 0.00463205 0.00686479
0.435003 -0.0335521 0.152004 0.999767 0.0197608 0.00521651 0.00691966
0.435314 -0.0335715 0.15223 0.999765 0.0197645 0.00552941 0.00694956
0.435523 -0.0335868 0.152388 0.999764 0.0197614 0.0057501 0.00696932
0.435843 -0.0336091 0.152644 0.999762 0.0197587 0.00609813 0.00699875
0.436306 -0.0336421 0.15303 0.999758 0.0197522 0.00661926 0.0070422
0.437029 -0.0336949 0.153616 0.999752 0.0197434 0.00740973 0.00710944
0.437781 -0.0337459 0.154249 0.999745 0.0197391 0.00825669 0.00717938
0.438447 -0.033791 0.154876 0.999738 0.0197302 0.00907371 0.00723924
0.4392 -0.033835 0.155724 0.999727 0.019725 0.0101395 0.00730259
0.439669 -0.0338496 0.156405 0.999718 0.0197247 0.010961 0.00733741
0.440165 -0.0338709 0.157251 0.999707 0.0197073 0.0119604 0.00737107
0.440582 -0.0338829 0.158034 0.999696 0.0196958 0.0128752 0.00739736
0.441007 -0.0338871 0.158923 0.999682 0.0196792 0.0139015 0.00742099
0.441487 -0.0338996 0.159799 0.999668 0.0196567 0.0149296 0.00745234
0.442237 -0.0339284 0.160972 0.999646 0.019633 0.0163254 0.00750733
0.443129 -0.0339757 0.162106 0.999622 0.0196028 0.0177146 0.00758066
0.444058 -0.0340419 0.163025 0.999601 0.0195731 0.0188851 0.00766476
0.445055 -0.0341135 0.163861 0.999579 0.0195433 0.0199828 0.00775984
0.446216 -0.0342108 0.164724 0.999556 0.0194744 0.0211442 0.00787213
0.447115 -0.0342785 0.165411 0.999536 0.0194105 0.0220639 0.00795961
0.44778 -0.0343254 0.165894 0.999522 0.0193758 0.0227148 0.00802473
0.448327 -0.0343705 0.166264 0.999511 0.019335 0.0232263 0.00807949
0.448792 -0.0344088 0.166533 0.999502 0.0192967 0.0236127 0.00812639
0.449466 -0.0344639 0.166858 0.999491 0.0192027 0.0241062 0.00819593
0.450307 -0.0345351 0.167254 0.999478 0.0191063 0.0247104 0.00828285
0.451282 -0.0346165 0.167698 0.999461 0.0190257 0.025393 0.00838483
0.452247 -0.0347096 0.168108 0.999445 0.018961 0.0260387 0.00848732
0.453304 -0.0348058 0.168516 0.999428 0.0189016 0.0267017 0.00860137
0.454159 -0.0348888 0.168758 0.999415 0.0188751 0.0271505 0.00869605
0.455032 -0.0349779 0.168947 0.999404 0.018855 0.0275494 0.00879436
0.455874 -0.0350628 0.169084 0.999394 0.0188417 0.0278916 0.00889167
0.45686 -0.0351581 0.169275 0.999381 0.0188297 0.028323 0.00900393
0.458125 -0.0352775 0.169561 0.999363 0.0188227 0.0289199 0.00914699
0.459456 -0.0354098 0.169818 0.999345 0.0188114 0.0294961 0.00929872
0.460808 -0.0355402 0.170026 0.999327 0.0188135 0.0300315 0.00945388
0.462172 -0.0356741 0.170054 0.999314 0.0188238 0.030395 0.00961576
0.463317 -0.0357974 0.169926 0.999308 0.0188264 0.0305517 0.00975543
0.464382 -0.0359105 0.169742 0.999304 0.0188347 0.0306375 0.00988729
0.465552 -0.0360107 0.169507 0.9993 0.0188754 0.0307042 0.0100321
0.466767 -0.0360623 0.169339 0.999292 0.0189651 0.0308545 0.0101769
0.468243 -0.0360434 0.169279 0.999277 0.0191541 0.0311746 0.0103438
0.469468 -0.0359584 0.169302 0.999261 0.0193796 0.0315111 0.0104766
0.470726 -0.0358012 0.169264 0.999244 0.0196818 0.0318069 0.0106099
0.472014 -0.0356023 0.169324 0.999223 0.0200252 0.032204 0.0107407
0.473321 -0.0353766 0.16953 0.999197 0.020391 0.0327478 0.0108661
0.474539 -0.0351388 0.169843 0.999167 0.020752 0.0333707 0.0109779
0.475747 -0.0348795 0.170225 0.999135 0.0211202 0.0340629 0.0110809
0.476859 -0.0346066 0.170638 0.999102 0.0214861 0.0347572 0.0111713
0.47776 -0.0343639 0.171054 0.999072 0.0217936 0.0353961 0.0112395
0.478998 -0.0341265 0.171676 0.999033 0.0220453 0.0363222 0.0113365
0.480071 -0.0339587 0.172179 0.999002 0.0221164 0.0370918 0.0114197
0.480848 -0.0338204 0.172465 0.998983 0.0221038 0.0375774 0.0114755
0.481376 -0.0336928 0.172582 0.998976 0.02197 0.0378362 0.0115063
0.481773 -0.0335401 0.172573 0.998977 0.0217526 0.03794 0.0115194
0.482133 -0.033382 0.172433 0.998987 0.0213293 0.0379155 0.0115214
0.482524 -0.0332068 0.172143 0.998998 0.0210684 0.0377565 0.0115325
0.482913 -0.0330414 0.171788 0.999009 0.0209559 0.0375343 0.0115508
0.483411 -0.0328916 0.171342 0.999022 0.0208176 0.0372615 0.0115818
0.484087 -0.0327606 0.170776 0.999038 0.0206194 0.0369276 0.0116303
0.484948 -0.0326763 0.170197 0.999053 0.0203502 0.0366436 0.0117006
0.485715 -0.032654 0.169618 0.99907 0.0200049 0.0363317 0.0117665
0.486664 -0.0326318 0.168903 0.999091 0.0195934 0.0359519 0.0118492
0.487827 -0.032591 0.168107 0.999106 0.0194897 0.0355629 0.0119658
0.488935 -0.0325152 0.16737 0.999112 0.0196557 0.0352399 0.0120843
0.490439 -0.0324006 0.16645 0.999117 0.0199096 0.034905 0.0122465
0.491614 -0.0323148 0.165859 0.999118 0.020105 0.034723 0.0123699
0.492648 -0.032222 0.165213 0.999122 0.0202966 0.034458 0.0124794
0.493745 -0.0321356 0.164454 0.999128 0.0205055 0.034118 0.0125982
0.494998 -0.032105 0.163888 0.999127 0.0206683 0.0340129 0.0127313
0.496228 -0.032064 0.163422 0.999122 0.0208342 0.033993 0.0128556
0.497372 -0.0320201 0.16287 0.999122 0.020995 0.0338663 0.0129709
0.498511 -0.0319795 0.162277 0.999122 0.0211541 0.0337073 0.0130861
0.499427 -0.0319285 0.161675 0.999126 0.0213005 0.0334736 0.0131779
0.500391 -0.0318469 0.160978 0.999129 0.0214845 0.0332072 0.0132727
0.501361 -0.031747 0.160343 0.999129 0.0216809 0.0330408 0.0133657
0.502498 -0.0315811 0.159863 0.999123 0.0219469 0.0330195 0.0134597
0.503457 -0.0313876 0.159438 0.999118 0.0222142 0.0329714 0.0135291
0.504368 -0.0311021 0.158775 0.999118 0.0225517 0.0327182 0.0135831
0.505269 -0.0307543 0.158041 0.999122 0.0227949 0.0324069 0.013617
0.505952 -0.0304829 0.157439 0.999125 0.0230223 0.032129 0.0136399
0.506633 -0.0301904 0.15668 0.999133 0.0232496 0.0317165 0.0136589
0.50716 -0.0299895 0.155961 0.999142 0.0234377 0.0312908 0.0136796
0.507764 -0.0297613 0.154998 0.999153 0.0236511 0.0307649 0.0137065
0.508331 -0.0295894 0.154168 0.999162 0.0238043 0.030343 0.0137362
0.509016 -0.0294331 0.153113 0.999176 0.0239327 0.0297509 0.0137792
0.509647 -0.0293128 0.152067 0.999193 0.0239773 0.029096 0.01382
0.510186 -0.0292222 0.150963 0.999214 0.023976 0.0283751 0.0138588
0.510731 -0.0291484 0.149688 0.999236 0.0238815 0.0276197 0.0139041
0.511283 -0.0291086 0.148304 0.999263 0.0236818 0.0267951 0.0139551
0.511813 -0.029098 0.147084 0.999288 0.0234058 0.0260713 0.0140058
0.512307 -0.0290989 0.145629 0.999318 0.0231427 0.0250871 0.0140592
0.512874 -0.0291261 0.144123 0.999346 0.0229355 0.0241377 0.0141274
0.513537 -0.0291971 0.142459 0.999367 0.0228723 0.0232487 0.0142226
0.514046 -0.0292641 0.141368 0.999379 0.0228731 0.0226772 0.0142942
0.514618 -0.0293307 0.140285 0.999391 0.0228983 0.0220725 0.0143717
0.515132 -0.0293948 0.138948 0.999408 0.0229303 0.02118 0.0144451
0.515364 -0.0294331 0.137454 0.999429 0.0229773 0.0200784 0.0144954
0.515533 -0.0294481 0.135921 0.999448 0.0230412 0.0189851 0.0145387
0.515798 -0.0294401 0.134656 0.99946 0.0231231 0.0182148 0.0145814
0.516189 -0.0294438 0.133563 0.999468 0.023195 0.0176762 0.0146351
0.516632 -0.0294568 0.132749 0.999471 0.0232483 0.017378 0.0146906
0.517091 -0.0294908 0.132044 0.999473 0.0232838 0.0171468 0.0147488
0.517485 -0.0295268 0.131469 0.999474 0.0233067 0.0169886 0.014802
0.517826 -0.0295549 0.130928 0.999473 0.0233345 0.0169807 0.0148533
0.518123 -0.0295875 0.130572 0.999471 0.0233418 0.0170863 0.0148948
0.5183 -0.0296087 0.130433 0.999469 0.0233438 0.0171729 0.0149188
0.518372 -0.0295994 0.130481 0.999467 0.0233544 0.0172454 0.0149222
0.518455 -0.0295979 0.130569 0.999465 0.0233593 0.0173488 0.0149284
0.518572 -0.0296037 0.13068 0.999462 0.0233629 0.0174868 0.0149387
0.518795 -0.0296197 0.13087 0.999458 0.0233608 0.0177336 0.0149565
0.519166 -0.0296466 0.131147 0.999451 0.0233508 0.0181083 0.0149856
0.519558 -0.0296568 0.131493 0.999443 0.0233535 0.0185444 0.0150135
0.519817 -0.0296589 0.131728 0.999437 0.0233627 0.018838 0.0150326
0.51991 -0.029646 0.131786 0.999434 0.0233878 0.0189134 0.01504
0.519874 -0.0296651 0.131742 0.999436 0.0233789 0.0188558 0.015042
0.519885 -0.0296938 0.131767 0.999436 0.0233536 0.0188796 0.0150457
0.519886 -0.0296769 0.131762 0.999435 0.0233693 0.0188759 0.0150446
0.519889 -0.0296947 0.131767 0.999436 0.0233513 0.0188814 0.0150467
0.519892 -0.0297073 0.131773 0.999436 0.0233398 0.0188881 0.0150481
0.519886 -0.0296999 0.131758 0.999436 0.023347 0.0188732 0.015047
0.519891 -0.029703 0.131767 0.999436 0.0233464 0.0188825 0.0150474
0.519883 -0.0297135 0.131758 0.999436 0.0233335 0.0188718 0.0150478
0.519876 -0.0297194 0.131747 0.999437 0.0233288 0.01886 0.0150472
0.519877 -0.0297173 0.13175 0.999437 0.0233313 0.0188633 0.0150472
0.519863 -0.0297299 0.131733 0.999437 0.0233166 0.0188417 0.0150468
0.519859 -0.0297228 0.131729 0.999437 0.0233228 0.0188355 0.015046
0.519862 -0.0297216 0.131731 0.999437 0.0233258 0.0188385 0.0150459
0.519858 -0.029723 0.131727 0.999437 0.023322 0.0188318 0.0150455
0.51986 -0.0297203 0.131729 0.999437 0.0233276 0.0188346 0.0150456
0.519857 -0.0297259 0.131727 0.999437 0.0233236 0.0188309 0.0150466
0.519857 -0.0297277 0.131728 0.999437 0.0233193 0.0188319 0.0150461
0.519856 -0.029723 0.131726 0.999437 0.0233228 0.0188301 0.0150458
0.519855 -0.0297248 0.131724 0.999437 0.0233218 0.0188281 0.0150456
0.519858 -0.029723 0.131728 0.999437 0.0233245 0.0188333 0.0150456
0.519856 -0.029721 0.131726 0.999437 0.0233243 0.01883 0.0150453
0.519857 -0.029725 0.131726 0.999437 0.0233232 0.0188305 0.0150463
0.519857 -0.0297232 0.131727 0.999437 0.0233224 0.0188311 0.015046
0.519856 -0.029722 0.131726 0.999437 0.0233257 0.0188303 0.0150456
0.519857 -0.0297258 0.131726 0.999437 0.0233191 0.0188307 0.0150459
0.519858 -0.0297239 0.131728 0.999437 0.0233221 0.0188326 0.0150459
